Year,Month,Day,Daily/Monthly,State,County,FIPS Code,Grid Index,Lat (llcrnr),Lon (llcrnr),Lat (urcrnr),Lon (urcrnr),Avg Temperature (K),Max Temperature (K),Min Temperature (K),Precipitation (kg m**-2),Relative Humidity (%),Wind Gust (m s**-1),Wind Speed (m s**-1),U Component of Wind (m s**-1),V Component of Wind (m s**-1),Downward Shortwave Radiation Flux (W m**-2),Vapor Pressure Deficit (kPa)
2022,8,6.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,300.832,308.125,296.023,0.0,82.3,6.517,3.386,-1.228,2.97,6919.3,0.793
2022,8,7.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,300.855,305.001,297.891,0.416,85.4,5.594,2.804,-1.366,1.87,2766.3,0.575
2022,8,8.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,297.898,302.113,294.06,0.964,81.0,6.804,3.841,1.172,-1.883,5189.5,0.597
2022,8,9.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,293.74,300.194,287.166,0.0,76.8,2.775,1.557,-0.566,-0.718,6688.2,0.668
2022,8,10.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,294.963,302.453,287.946,0.0,75.0,2.633,1.083,-0.058,0.205,7614.8,0.798
2022,8,11.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,296.227,306.369,290.089,1.284,76.8,3.527,2.229,-0.905,-0.796,4604.8,0.755
2022,8,12.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,294.043,297.379,291.624,0.148,78.2,7.38,4.121,-3.208,1.571,6242.1,0.564
2022,8,13.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,296.641,304.334,291.852,0.0,77.1,8.639,4.593,0.96,2.979,6671.3,0.758
2022,8,14.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,294.665,298.266,292.239,0.012,83.9,7.203,3.912,0.772,-3.667,3999.2,0.423
2022,8,15.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,294.023,297.237,290.176,0.617,83.1,4.574,2.161,-1.604,-0.832,1711.2,0.438
2022,8,16.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,294.284,299.879,289.381,0.976,78.4,4.315,2.447,-1.789,-0.986,7122.4,0.658
2022,8,17.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,294.301,300.044,288.402,0.0,67.5,3.144,1.596,-0.954,-1.146,6884.4,0.945
2022,8,18.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,294.364,302.284,287.694,0.0,67.0,3.221,1.883,0.601,0.836,6667.8,0.906
2022,8,19.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,295.713,300.925,291.954,0.672,79.4,5.867,3.005,0.269,2.657,5091.3,0.628
2022,8,20.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,292.943,296.522,291.039,6.985,89.1,5.522,2.726,1.462,1.121,3126.8,0.268
2022,8,21.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,293.481,298.569,289.933,0.0,86.1,4.651,2.579,1.292,-2.116,4008.6,0.382
2022,8,22.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,293.402,299.88,287.986,0.0,80.1,2.282,1.165,0.511,-0.91,5585.8,0.577
2022,8,23.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,294.66,300.312,289.105,0.0,71.9,2.099,0.851,-0.075,0.047,6861.3,0.84
2022,8,24.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,295.351,301.933,290.548,0.0,77.9,4.158,1.938,-0.672,1.052,6294.2,0.678
2022,8,25.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,296.896,300.754,292.699,0.004,80.9,4.967,2.731,1.731,-0.545,6206.5,0.612
2022,8,26.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,295.176,300.358,289.37,0.0,79.5,3.646,1.781,-0.053,-1.154,6764.1,0.631
2022,8,27.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,296.779,304.987,292.338,3.02,81.1,7.708,4.103,-1.886,3.277,4723.8,0.652
2022,8,28.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,296.695,301.918,294.587,18.718,85.3,7.885,3.967,-0.585,3.076,3161.5,0.457
2022,8,29.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,297.892,301.205,295.605,0.055,82.3,6.888,3.325,1.2,1.482,2234.3,0.579
2022,8,30.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,294.356,299.457,289.037,0.0,66.9,7.115,3.527,2.697,-1.895,6846.7,0.924
2022,8,31.0,Daily,IOWA,IOWA,19095,1.0,41.627453,-92.298164,41.745116,-92.18093075,294.309,302.707,287.885,0.0,69.1,3.922,2.223,2.022,0.431,6634.1,0.947
2022,8,1.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,298.626,304.128,293.246,0.0,73.8,7.394,3.899,2.748,0.424,7717.4,0.942
2022,8,2.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,299.003,306.394,293.848,20.065,79.1,6.349,3.71,-1.52,2.703,7466.7,0.815
2022,8,3.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,301.028,305.161,297.627,0.331,74.9,10.258,5.24,1.847,4.453,4459.3,0.965
2022,8,4.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,297.742,304.107,290.418,0.0,69.5,4.701,2.653,0.276,-2.388,7802.5,1.064
2022,8,5.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,297.113,303.871,291.265,0.001,77.5,3.917,2.345,-1.61,0.271,6459.708,0.763
2022,8,6.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,301.046,308.625,296.023,0.0,80.9,6.442,3.383,-1.397,2.889,6836.1,0.86
2022,8,7.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,300.751,305.563,297.177,0.609,83.9,5.612,2.835,-1.444,1.753,3741.4,0.635
2022,8,8.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,297.611,300.486,293.997,0.182,79.9,6.114,3.654,1.104,-2.245,4790.8,0.617
2022,8,9.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,294.092,300.819,287.103,0.0,75.8,2.562,1.538,-0.517,-0.742,6965.9,0.716
2022,8,10.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,295.414,303.203,287.946,0.0,72.7,2.131,0.957,-0.006,0.137,7488.1,0.906
2022,8,11.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,296.149,306.619,290.026,1.961,77.1,3.29,2.2,-0.96,-0.864,3769.3,0.749
2022,8,12.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,293.77,297.754,291.249,0.249,78.7,6.745,3.948,-3.076,1.61,5380.5,0.55
2022,8,13.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,296.785,304.857,291.653,0.0,76.1,8.27,4.519,0.89,2.727,6024.4,0.797
2022,8,14.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,294.821,298.453,292.462,0.041,82.2,7.062,3.9,0.777,-3.659,3018.3,0.474
2022,8,15.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,294.672,297.737,291.051,0.388,80.1,4.011,2.006,-1.612,-0.634,1547.3,0.536
2022,8,16.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,294.75,300.725,289.35,0.517,75.7,4.172,2.387,-1.815,-0.988,6777.1,0.764
2022,8,17.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,294.673,300.77,288.349,0.0,66.4,2.978,1.584,-0.873,-1.151,6861.2,1.013
2022,8,18.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,294.676,302.659,287.819,0.0,63.9,2.63,1.776,0.497,0.831,5720.1,1.025
2022,8,19.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,296.028,302.112,291.579,1.572,75.3,5.992,3.208,0.355,2.745,5598.7,0.767
2022,8,20.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,293.125,296.689,291.188,52.181,88.8,4.647,2.391,1.081,1.054,2275.0,0.27
2022,8,21.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,293.455,298.074,290.121,0.0,86.9,4.245,2.504,1.195,-2.085,5226.8,0.356
2022,8,22.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,293.803,300.146,288.807,0.0,79.8,1.985,1.196,0.649,-0.861,5802.9,0.601
2022,8,23.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,294.889,301.124,289.445,0.0,70.9,1.932,0.76,0.099,0.063,6927.9,0.913
2022,8,24.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,295.535,302.245,290.569,0.0,75.3,3.999,2.073,-0.667,1.19,6367.1,0.756
2022,8,25.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,297.138,300.879,293.074,0.054,79.4,5.037,2.825,1.908,-0.581,4630.5,0.67
2022,8,26.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,295.481,301.233,289.12,0.0,76.4,3.341,1.775,-0.016,-1.191,6838.9,0.759
2022,8,27.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,296.969,304.862,292.401,23.05,80.0,7.172,4.047,-1.873,3.261,4431.4,0.688
2022,8,28.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,296.544,301.749,294.563,23.042,86.4,7.184,3.772,-0.682,3.003,3319.6,0.422
2022,8,29.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,297.853,300.955,296.105,0.09,80.5,6.625,3.171,1.318,1.55,1876.0,0.629
2022,8,30.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,294.176,299.269,288.537,0.0,66.5,6.852,3.522,2.739,-1.793,6818.1,0.926
2022,8,31.0,Daily,IOWA,IOWA,19095,2.0,41.745116,-92.298164,41.862779,-92.18093075,294.447,302.707,288.116,0.0,68.2,3.933,2.238,2.012,0.467,6605.2,0.969
2022,8,1.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,298.582,303.878,293.999,0.0,75.4,7.032,3.746,2.582,0.331,7652.3,0.89
2022,8,2.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,299.287,305.894,293.727,0.046,77.4,5.67,3.554,-1.452,2.791,7529.5,0.867
2022,8,3.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,300.195,304.911,296.252,2.481,79.6,8.792,4.884,1.6,4.203,3723.1,0.757
2022,8,4.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,297.544,303.024,290.543,0.0,74.2,4.535,2.665,0.127,-2.38,7817.6,0.895
2022,8,5.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,296.636,303.613,291.218,0.0,80.6,3.969,2.317,-1.644,-0.096,5335.708,0.648
2022,8,6.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,300.89,307.875,295.648,0.0,83.2,6.202,3.376,-1.139,2.972,6915.5,0.741
2022,8,7.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,301.175,305.376,298.496,0.615,84.9,5.555,2.916,-1.295,2.063,2876.6,0.607
2022,8,8.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,298.278,302.863,294.435,0.02,80.9,6.679,3.95,1.214,-1.571,3548.0,0.617
2022,8,9.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,293.805,300.319,287.228,0.0,77.6,2.465,1.536,-0.54,-0.841,6527.4,0.653
2022,8,10.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,294.833,302.391,287.571,0.0,76.1,2.285,1.084,-0.209,0.067,7597.6,0.783
2022,8,11.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,295.672,301.366,289.589,1.228,78.5,3.503,2.013,-0.911,-0.899,4907.7,0.662
2022,8,12.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,294.4,297.67,291.686,0.02,77.9,7.12,4.012,-3.135,1.397,5935.7,0.583
2022,8,13.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,296.915,304.584,292.04,0.0,75.5,8.111,4.455,0.874,3.065,6805.2,0.819
2022,8,14.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,295.115,299.203,292.662,0.021,83.8,7.062,3.89,0.871,-3.617,4369.8,0.439
2022,8,15.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,294.252,297.612,290.364,0.581,82.8,4.566,2.253,-1.661,-0.949,2016.5,0.454
2022,8,16.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,294.487,299.942,289.506,1.185,78.4,4.034,2.433,-1.753,-1.095,7077.3,0.657
2022,8,17.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,294.413,300.207,288.161,0.0,68.1,3.038,1.732,-1.082,-1.229,7015.6,0.945
2022,8,18.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,294.137,301.584,287.319,0.0,72.9,3.086,1.863,0.507,0.74,5765.9,0.778
2022,8,19.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,295.755,301.151,291.806,1.436,78.4,6.37,3.006,0.176,2.691,4824.9,0.654
2022,8,20.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,293.089,296.897,290.933,19.222,88.9,5.228,2.798,1.571,1.09,2928.8,0.276
2022,8,21.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,293.502,298.824,289.665,0.0,86.6,4.453,2.584,1.208,-2.134,4171.3,0.371
2022,8,22.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,293.587,300.155,287.486,0.0,78.7,2.282,1.311,0.295,-1.038,4761.9,0.637
2022,8,23.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,294.85,300.596,289.73,0.0,72.4,1.791,0.926,-0.231,-0.101,6863.3,0.828
2022,8,24.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,295.304,302.183,290.171,0.0,79.6,3.658,1.851,-0.737,0.862,6233.2,0.653
2022,8,25.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,297.198,301.129,293.199,0.001,80.8,5.162,2.782,1.676,-0.464,6336.0,0.626
2022,8,26.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,295.27,300.664,289.432,0.0,80.1,3.453,1.867,-0.121,-1.168,6741.5,0.624
2022,8,27.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,297.115,306.299,292.338,0.0,80.0,7.299,4.061,-2.147,3.154,5812.5,0.725
2022,8,28.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,297.648,302.168,295.313,6.85,81.0,8.354,4.211,-0.612,3.435,3259.0,0.615
2022,8,29.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,298.288,301.83,295.605,0.034,82.1,6.947,3.484,1.265,1.477,2448.0,0.603
2022,8,30.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,294.582,299.919,288.724,0.0,67.3,6.615,3.454,2.593,-1.921,6841.6,0.947
2022,8,31.0,Daily,IOWA,IOWA,19095,3.0,41.50979,-92.18093075,41.627453,-92.0636975,294.582,303.27,287.804,0.0,68.0,3.8,2.159,2.009,0.23,6642.9,1.029
2022,8,1.0,Daily,IOWA,IOWA,19095,4.0,41.627453,-92.18093075,41.745116,-92.0636975,298.352,303.815,293.308,0.0,75.1,7.478,3.899,2.733,0.43,7676.6,0.883
2022,8,2.0,Daily,IOWA,IOWA,19095,4.0,41.627453,-92.18093075,41.745116,-92.0636975,298.865,306.081,293.539,2.989,79.5,6.753,3.749,-1.626,2.765,7584.2,0.791
2022,8,3.0,Daily,IOWA,IOWA,19095,4.0,41.627453,-92.18093075,41.745116,-92.0636975,300.364,304.661,296.692,0.882,78.0,9.88,5.194,1.707,4.477,3155.7,0.827
2022,8,4.0,Daily,IOWA,IOWA,19095,4.0,41.627453,-92.18093075,41.745116,-92.0636975,297.375,303.107,290.293,0.0,72.3,4.957,2.72,0.292,-2.333,7795.1,0.958
2022,8,5.0,Daily,IOWA,IOWA,19095,4.0,41.627453,-92.18093075,41.745116,-92.0636975,296.613,303.425,290.827,0.0,79.4,4.126,2.324,-1.654,0.045,5910.508,0.679
2022,8,6.0,Daily,IOWA,IOWA,19095,4.0,41.627453,-92.18093075,41.745116,-92.0636975,300.83,308.437,295.898,0.0,83.1,6.452,3.417,-1.35,2.936,7139.2,0.753
2022,8,7.0,Daily,IOWA,IOWA,19095,4.0,41.627453,-92.18093075,41.745116,-92.0636975,300.696,305.313,297.677,0.817,85.2,5.318,2.887,-1.493,1.766,3021.2,0.582
2022,8,8.0,Daily,IOWA,IOWA,19095,4.0,41.627453,-92.18093075,41.745116,-92.0636975,297.895,301.925,294.247,0.308,81.5,6.322,3.766,1.102,-1.888,4936.3,0.572
2022,8,9.0,Daily,IOWA,IOWA,19095,4.0,41.627453,-92.18093075,41.745116,-92.0636975,293.818,300.444,287.166,0.0,77.5,2.632,1.514,-0.499,-0.744,7139.5,0.654
2022,8,10.0,Daily,IOWA,IOWA,19095,4.0,41.627453,-92.18093075,41.745116,-92.0636975,294.919,302.578,287.696,0.0,74.2,2.469,1.024,-0.071,0.168,7606.5,0.836
2022,8,11.0,Daily,IOWA,IOWA,19095,4.0,41.627453,-92.18093075,41.745116,-92.0636975,295.732,301.28,289.964,1.169,77.6,3.574,2.08,-1.07,-1.036,4015.9,0.68
2022,8,12.0,Daily,IOWA,IOWA,19095,4.0,41.627453,-92.18093075,41.745116,-92.0636975,293.767,297.379,291.311,0.219,78.6,6.929,3.907,-3.029,1.462,4702.0,0.549
