FIPS,Year,Yield_corn,Production_corn,Yield_soybeans,Production_soybeans,Yield_cotton,Production_cotton,Yield_winterwheat,Production_winterwheat,Avg Temperature (K) Mean,Avg Temperature (K) Std,Avg Temperature (K) Max,Avg Temperature (K) Min,Max Temperature (K) Mean,Max Temperature (K) Std,Max Temperature (K) Max,Max Temperature (K) Min,Min Temperature (K) Mean,Min Temperature (K) Std,Min Temperature (K) Max,Min Temperature (K) Min,Precipitation (kg m**-2) Mean,Precipitation (kg m**-2) Std,Precipitation (kg m**-2) Max,Precipitation (kg m**-2) Min,Relative Humidity (%) Mean,Relative Humidity (%) Std,Relative Humidity (%) Max,Relative Humidity (%) Min,Wind Gust (m s**-1) Mean,Wind Gust (m s**-1) Std,Wind Gust (m s**-1) Max,Wind Gust (m s**-1) Min,Wind Speed (m s**-1) Mean,Wind Speed (m s**-1) Std,Wind Speed (m s**-1) Max,Wind Speed (m s**-1) Min,U Component of Wind (m s**-1) Mean,U Component of Wind (m s**-1) Std,U Component of Wind (m s**-1) Max,U Component of Wind (m s**-1) Min,V Component of Wind (m s**-1) Mean,V Component of Wind (m s**-1) Std,V Component of Wind (m s**-1) Max,V Component of Wind (m s**-1) Min,Downward Shortwave Radiation Flux (W m**-2) Mean,Downward Shortwave Radiation Flux (W m**-2) Std,Downward Shortwave Radiation Flux (W m**-2) Max,Downward Shortwave Radiation Flux (W m**-2) Min,Vapor Pressure Deficit (kPa) Mean,Vapor Pressure Deficit (kPa) Std,Vapor Pressure Deficit (kPa) Max,Vapor Pressure Deficit (kPa) Min,Hot Days >35C,Cold Days <5C,Heavy Rain Days >10mm,Dry Days <1mm,Avg Temp Trend (slope),Precipitation Trend (slope)
19003,2021,,,,,,,,,291.98263142523365,6.337822246418972,301.91,273.67925,298.06777394859813,6.385789048167002,310.050625,279.66375000000005,286.80190887850466,6.671447210072273,298.307625,266.616875,2.0540110981308413,6.999421498968714,60.230375,0.0,72.16489485981307,13.330007557588724,94.8125,34.0625,6.543771028037383,2.6892795435973014,16.254375,1.419375,3.4836542056074764,1.4470054668288916,7.580125,0.69625,0.030250000000000006,1.7951758501717614,5.40525,-5.86825,0.805293808411215,2.688218149308995,7.2065,-7.509625,6779.359971962616,3714.1927500233414,16828.925,51.0375,0.6990000000000001,0.3554372897714784,2.07975,0.0615,1,30,9,175,0.01877319420762784,0.009966483480321184
19003,2022,,,,,,,,,291.18702394859815,7.256473931781137,302.805625,271.756,297.87422955607474,7.063349170381884,309.29525,278.316875,285.80537558411214,7.74943518095992,298.881375,264.105,1.8122067757009346,4.7932032554079536,28.980125,0.0,69.30356308411214,12.640641185265888,95.6125,32.425,7.108683411214955,3.380814566537065,20.906625,2.094125,3.757191004672897,1.8457484158446404,11.130625,0.94675,0.18257535046728973,2.08547935248445,7.824125,-4.844125,0.8303697429906542,2.903141608952291,10.9675,-7.10025,5388.164976635514,2280.9958882125893,8878.5,107.2875,0.7534497663551402,0.35801477058428455,1.752625,0.059375,2,41,14,173,0.012527317010080485,-0.011383830214497154
19005,2017,190.5,14498000.0,52.6,1815000.0,,,,,289.7890686178062,5.700613079371138,300.2836315789474,273.51426315789473,295.378656910969,6.268258492649936,306.1291578947368,274.7941578947368,285.10042670929664,5.473928822615079,296.0832105263158,271.1144736842105,4.5825191834727015,9.641402042620397,55.15121052631579,0.0,72.0242744712248,11.717478360596775,96.46315789473684,42.74736842105264,5.638688637481554,2.288490088925267,11.887947368421052,1.730526315789474,2.9806923266109195,1.270231577832571,7.368842105263158,0.8544210526315791,0.33038096409247414,1.937579886907348,5.920578947368421,-5.260368421052632,0.2815718150516478,2.0214247117454622,5.482473684210526,-5.653263157894737,4389.915901869159,2640.1816527939595,8800.247368421053,161.20000000000002,0.6356529758976881,0.3436940674138606,1.6683157894736842,0.0518947368421052,0,27,35,135,0.011156936650732956,-0.004673635392699144
19005,2018,198.4,14623000.0,52.8,1712000.0,,,,,289.4009608952287,7.9740433807362665,301.5391052631579,266.9375789473684,295.04896433841617,8.30635741797244,306.70831578947366,271.8794736842105,284.8149446630595,7.953088348473605,297.2217894736842,262.2774736842105,5.957299311362519,13.597887658394502,108.40621052631576,0.0,74.81451057550417,11.93488302488193,96.33684210526316,35.03684210526316,5.532145597638956,2.5188331925200926,16.445684210526316,1.2263157894736842,2.776891047712739,1.3087956063249653,8.510315789473685,0.6749473684210526,0.012521642892277507,1.922421478733202,6.494,-7.277105263157894,0.11690998524348256,1.873631495123168,5.380684210526316,-4.949315789473684,4739.114455730448,2644.577709716992,8572.952631578948,77.09473684210526,0.5722245450073782,0.3493177661817718,1.7098947368421051,0.0453684210526315,0,49,39,133,0.014432611178573454,-0.014251930116716495
19005,2019,187.2,15573000.0,,,,,,,289.24827643876046,6.779400000325055,302.1204210526316,271.53757894736844,294.8073443187408,7.085227168962514,307.69984210526314,274.14236842105265,284.82326119035906,6.6509179369623235,297.1717894736842,268.7314736842105,3.5645241023118537,7.880380399886139,47.014631578947366,0.0,74.56940482046235,9.699916509162783,94.5578947368421,43.67368421052631,5.997284308903099,2.8515837058428772,19.01015789473684,1.0906842105263157,2.843026807673389,1.2844745338686425,7.973789473684211,0.6261052631578948,0.15235686178061983,1.968599792399557,5.556157894736843,-7.7734736842105265,0.40056296114117057,1.7218503164806969,4.513894736842105,-4.215052631578947,5004.21532169208,2530.691332417103,9077.226315789472,94.52105263157895,0.5508101328086572,0.2701068072913314,1.349157894736842,0.062,0,43,25,138,0.009374977915169454,0.00681867995628629
19005,2020,196.3,17196000.0,58.8,1793000.0,,,,,289.01217142154456,7.536376598006228,300.7483157894737,270.6834210526316,294.9615103295622,7.791579526545956,306.55457894736844,273.95157894736843,284.1296244466306,7.379263422431066,298.02831578947365,266.6724210526316,2.832107722577472,7.800461630787142,48.74284210526316,0.0,69.91507624200688,12.900986655394814,94.43684210526315,31.031578947368423,6.112140678799803,2.4831969903066025,15.681315789473684,2.0532631578947367,2.953998278406296,1.2116985641162752,7.424,0.908421052631579,0.3115501721593703,1.8803029716373099,5.7346315789473685,-4.806736842105264,0.14606763403836695,2.073324718819104,3.932842105263158,-6.613263157894737,5626.326327102804,2458.7861502969386,8998.978947368421,123.8736842105263,0.6447095425479586,0.3340422907044135,1.734263157894737,0.0592631578947368,0,52,20,167,0.0024682887289304246,0.0020606144698295365
19005,2021,199.4,17128000.0,61.0,2105000.0,,,,,290.6314080177078,6.320611227735068,301.0919473684211,271.53673684210526,296.57880398425976,6.564207521233075,307.4902631578948,277.9081052631579,285.6731775700935,6.560037508952799,296.834947368421,265.2198947368421,1.9834276930644368,6.215210620713599,53.65426315789473,0.0,69.96453516969994,13.942931656726223,94.88947368421051,30.126315789473683,5.71086227250369,2.4079948026012326,12.78763157894737,1.7522105263157897,2.882426955238563,1.1671843746968784,6.110894736842106,0.917315789473684,0.2889045745204131,1.710992846639229,5.281368421052632,-4.216105263157894,0.346196261682243,2.1027075800338935,5.109947368421053,-5.704631578947368,6508.568616822429,3737.976096596911,17722.705263157895,116.20526315789476,0.6995090998524348,0.4033741111197934,2.270736842105263,0.0907894736842105,0,33,12,169,0.015595850871365995,0.006023826483075124
19005,2022,215.9,16495000.0,61.2,2234000.0,,,,,289.32714904082644,7.172011641445543,302.10557894736843,273.4351052631579,295.2990531234629,7.39834221077977,308.27131578947365,277.43131578947373,284.4221082144614,7.162266925604005,297.56926315789474,266.6663157894737,2.253951549434334,6.650142693791159,51.44978947368421,0.0,70.30486965076243,12.256836195674445,93.2578947368421,32.810526315789474,6.495769552385637,3.145904619579836,16.801263157894738,1.6259473684210526,3.2533015248401376,1.505710966626071,7.78278947368421,0.7318421052631578,0.4823423512051156,2.2199528222685,6.765052631578947,-6.181210526315789,0.48402631578947375,2.2100345124470495,6.453842105263158,-6.0131578947368425,4977.11273241515,2333.2705342554905,8921.294736842106,239.2473684210526,0.6436281357599607,0.3598079212559266,1.9592631578947368,0.1135263157894736,1,52,14,167,0.01506564186823083,-0.00786673870652736
19007,2017,170.0,4760000.0,50.7,2332000.0,,,,,291.9027745327103,5.969900835381087,303.473125,274.194375,298.3537377336449,6.281241856492393,308.92975,277.203875,286.2755023364486,5.768570629691233,298.924,268.829125,3.817679322429907,11.981906048015485,107.39125,0.0,69.66477803738319,11.007471917203016,96.9,41.15,6.2123808411214965,2.551487595115661,13.52825,1.9335,3.343928738317757,1.489850646779783,8.505125,1.04225,0.5308469626168224,1.9228905453855103,7.3545,-4.435,0.5724392523364487,2.509543674200242,6.6905,-6.351125,5660.457257009346,2412.6115998079576,8856.5625,63.9375,0.8046320093457943,0.37998232478034305,1.6445,0.0584999999999999,3,20,23,161,0.0054664680978721925,0.00788630388066281
19007,2018,,,45.1,2106000.0,,,,,291.72344859813086,7.70494312509005,302.104375,267.192625,298.0175292056075,7.807373950604097,308.630625,274.38725,286.51687091121494,7.599278873228848,297.317,260.4875,3.9261378504672897,12.253162963778435,137.282,0.0,72.32517523364487,12.223275227020252,97.0,37.5875,5.861141939252337,2.3985473050413217,12.196875,1.749625,2.9652651869158877,1.3231430589669633,7.650375,0.86675,0.07427862149532706,1.7128605605866554,6.40125,-4.192125,0.3785099299065421,2.16640867539574,6.3416250000000005,-5.362125,5371.908039719626,2484.4602413001735,8753.675,93.8,0.7315438084112151,0.3940554110941006,1.754375,0.03375,3,34,25,155,0.008205959359722766,0.013727013723287352
19007,2019,166.8,4887000.0,,,,,,,291.1694947429906,6.601589442586747,303.082875,272.4485,296.9728539719626,6.539879605216708,307.445625,275.886625,286.561140771028,6.657727846419889,298.83112500000004,269.3595,4.177141939252337,10.689594957129872,69.421625,0.0,75.15461448598131,9.964318230105963,96.7375,44.3125,6.499227803738318,2.8785338947389723,16.421,1.427125,3.1800578271028037,1.4324603733386536,9.097875,0.7641249999999999,0.2449404205607477,1.9745460213472783,8.05125,-6.769875,0.6122289719626168,2.1563113980838784,5.471875,-5.959875,5680.431679906541,2173.3679242131457,9163.7125,275.6875,0.6106390186915887,0.29599314196466164,1.402125,0.06725,0,31,31,158,0.006402724836303122,0.0009924605336867982
19007,2020,143.6,4251000.0,39.1,1823000.0,,,,,290.6256699766355,7.133261072734202,300.807625,273.1565,296.74215712616825,7.379675804609398,307.3245,275.68625,285.63822838785046,7.017173362233742,296.808125,268.2855,2.78816238317757,9.755570272014994,99.7995,0.0,73.18942757009347,11.258909419127129,97.425,39.4625,6.387338200934579,2.499729417552645,16.26,1.77875,3.090115070093458,1.2273477196799747,8.196,0.89925,0.26907242990654207,1.7257363261890777,5.897375,-4.20025,0.41906717289719625,2.2749890870475653,4.847625,-5.827125,5884.436490654206,2249.0152809518017,8931.175,218.5875,0.6499433411214954,0.3247403823828651,1.573,0.041,0,36,16,171,0.004101005828494097,-0.013340298342981163
19007,2021,172.3,5548000.0,56.7,2478000.0,,,,,292.09566179906545,6.249435655474584,301.710125,273.701,297.95047429906543,6.428425589298015,308.27825,279.5965,287.2346343457944,6.378981286217434,298.37,267.585625,2.1584929906542056,6.326580972476398,39.85775,0.0,71.32394859813084,12.564990862242498,93.7,37.2375,6.415102219626167,2.675087840330463,16.428875,1.79125,3.264540303738318,1.3027801292605112,7.41975,0.902,0.36476985981308413,1.7554038656136222,5.40075,-4.738375,0.8606016355140187,2.481718077716035,6.091125,-7.07625,6748.363126168225,3765.250769501054,17225.0,34.7875,0.7357891355140187,0.3845025082435883,2.265375,0.107625,1,21,17,173,0.020660587640163954,0.003984009752931851
19007,2022,146.1,4149000.0,40.4,2016000.0,,,,,291.7159363317757,7.201500504342581,303.79975,273.84975000000003,298.4190408878505,7.243684016614978,309.57125,278.530375,286.35840070093457,7.420400069081352,299.575625,267.222625,1.718832359813084,4.70937230208167,33.304625,0.0,67.52207943925232,11.5493047825744,92.35,32.7375,6.791017523364487,3.0931517451365833,17.366500000000002,2.1835,3.4859889018691588,1.5366362109252163,8.542125,1.00875,0.49523072429906545,2.0133865634974635,7.185125,-4.337375,0.8325987149532711,2.5236596967071727,8.444125,-5.09575,5345.597803738318,2312.276233302535,8837.7125,119.55,0.8366553738317757,0.40116844191861456,1.8715,0.117125,5,37,14,170,0.01430039252030329,-0.007319151302074564
19009,2017,211.2,22199000.0,57.2,5506000.0,,,,,290.93736812045694,6.214097374147847,301.8827777777778,271.373,297.08136500519214,6.540241001199498,307.1772222222222,274.8394444444445,285.77594859813087,6.166637446218376,297.32388888888886,264.6546666666666,4.257110072689512,9.862955348391736,59.854000000000006,0.0,71.92954309449637,13.143544847914809,98.26666666666668,37.13333333333333,6.4347227414330215,2.8009958939841373,14.631333333333332,1.402222222222222,3.6577808930425753,1.7326765836086089,9.189444444444444,0.6353333333333333,0.4279086188992731,2.0005011480057537,6.912888888888889,-6.401,0.48044807892004154,2.9180665641636745,8.197555555555555,-6.302888888888889,5327.134126168225,2610.864446544104,8920.833333333334,36.888888888888886,0.6947232606438215,0.38678233280713964,2.027111111111111,0.0215555555555555,0,28,28,149,0.006718833797782956,0.010197483502769864
19009,2018,180.0,19715000.0,52.3,4746000.0,,,,,290.3770763239875,7.934653539337012,301.619,267.29244444444447,296.6843774662513,7.9118252414767465,309.34488888888893,272.5911111111111,285.31216874350986,7.920263824424033,297.3944444444444,262.0961111111111,4.064506749740395,10.27616117390512,80.09177777777778,0.0,74.11780893042575,13.497322588459088,96.98888888888888,33.5,6.3065524402907585,2.6887238406670657,15.796555555555557,1.5205555555555557,3.402054517133956,1.5908397377862569,10.048666666666668,0.8508888888888889,-0.08815212876427829,1.8581599490698828,5.1257777777777775,-6.807777777777777,0.2920934579439252,2.6977967620026413,9.83522222222222,-8.465666666666667,5195.965081516097,2626.6774356492983,8774.311111111112,93.4,0.6466163032191069,0.4244176713632637,2.498333333333333,0.0194444444444444,2,44,28,145,0.008703409104436972,-0.004531452405903463
19009,2019,216.0,23370000.0,58.9,5487000.0,,,,,290.2060664589824,6.967187071052212,302.5263333333333,271.29466666666667,296.17657580477675,6.8540052107988805,306.6574444444444,275.2891111111111,285.48981983385255,7.248796149476559,298.6933333333334,266.012,2.2514631360332293,6.037941742519313,52.23555555555556,0.0,75.0758566978193,11.655136827042488,96.23333333333332,34.74444444444444,6.934257528556594,3.026512575736082,18.136666666666667,2.094777777777778,3.5103805815160958,1.6080522159399373,10.651555555555555,1.2401111111111112,0.09780685358255449,2.2188391961278087,9.276111111111112,-8.312444444444445,0.6849646936656282,2.3480743550538516,6.979222222222223,-5.293777777777778,5358.173456905504,2374.785272582649,9072.21111111111,346.9222222222222,0.5756028037383177,0.30434675965621927,1.5238888888888888,0.0563333333333333,0,37,13,151,0.005508415228505462,0.013856188710421867
19009,2020,170.8,18634000.0,48.3,4419000.0,,,,,290.1622170301142,7.882700721032472,301.879,268.869,296.71132710280375,8.138508878441165,307.39233333333334,271.50011111111115,284.82650882658356,7.8410450476954985,298.343,264.6595555555556,1.5288239875389407,4.409125244878707,33.35666666666667,0.0,68.64397715472481,14.335527861939616,97.58888888888887,29.522222222222226,7.17160020768432,2.9988343275584604,16.35377777777778,1.917777777777778,3.7861375908618893,1.6841456149906031,9.708111111111112,0.8156666666666667,0.2295841121495327,1.996926916249761,6.069333333333334,-5.244666666666666,0.43225908618899267,3.0465527210132013,7.899888888888889,-9.009333333333334,5869.7327653167185,2392.178486691959,8954.3,79.82222222222222,0.7587580477673935,0.4103576235371509,1.8946666666666667,0.0237777777777777,0,43,12,176,-0.0006142843683365872,-0.001234081248582079
19009,2021,216.3,22585000.0,66.4,6507000.0,,,,,291.2809667705088,6.374539190398318,301.676,272.6116666666667,297.6305617860852,6.505111921050394,308.89744444444443,279.3545555555555,285.8212346832814,6.70170605583744,297.467,263.91099999999994,2.07316199376947,6.453594313700056,45.14033333333333,0.0,70.18676012461059,14.952681274591484,95.97777777777776,30.477777777777774,6.624105399792316,2.8040619827715347,16.413666666666664,1.4847777777777778,3.5689745586708206,1.5678180568687161,7.873222222222221,0.7761111111111111,0.12520249221183802,1.8882165725050715,6.514666666666667,-5.936888888888889,0.6882627206645898,2.8086939681313456,7.575777777777778,-7.611777777777778,6921.870693665628,3834.5273148931346,16856.17777777778,50.855555555555554,0.719695223260644,0.3931323911410331,2.163888888888889,0.0497777777777777,1,37,13,174,0.015949475364102298,0.00652716974162588
19009,2022,197.9,21294000.0,57.9,5466000.0,,,,,290.45654828660435,7.344227135757004,302.7117777777778,271.0931111111111,297.33825181723773,7.1747498052768055,308.2366666666667,277.9002222222222,284.870497403946,7.920013908443558,298.7685555555556,263.24466666666666,1.911011422637591,5.94530849633089,66.55011111111111,0.0,69.11079958463137,13.478815719917137,96.52222222222224,32.45555555555556,7.201930944963655,3.5611394844099693,21.721888888888888,2.125888888888889,3.85889979231568,1.9895605520084942,11.57188888888889,1.1181111111111113,0.33857840083073726,2.289775974978509,8.434000000000001,-5.649666666666667,0.7828707165109035,2.9587924686435723,11.413222222222222,-8.206222222222221,5233.387990654206,2273.678453126984,8925.3,158.10000000000002,0.7192528556593977,0.3428256341765287,1.854222222222222,0.0436666666666666,2,43,9,164,0.013108672231898938,-0.01245941322547082
19011,2017,215.3,41002000.0,57.6,9133000.0,,,,,290.88633966121495,5.980051451459253,301.06375,273.4089375,297.0893548481309,6.437980748134471,307.250125,275.7703125,285.5443969042056,5.854105852131026,297.6090625,267.03256250000004,3.8266854556074765,8.534664047281266,51.683125,0.0,70.00668808411216,12.659642773589331,96.8875,34.5125,6.487973130841121,2.62210991478133,14.622125,1.485875,3.645655081775701,1.632313800049544,9.1806875,0.8014375,0.35383060747663553,2.3725546018815113,8.499625,-6.593375,0.408769859813084,2.572226501560461,6.71025,-6.28125,5107.765317757009,2573.589207192237,8864.7125,43.20625,0.7524144275700937,0.40273213915284317,1.993125,0.0515,0,23,32,150,0.008432252748177807,0.001370538439286006
19011,2018,214.6,39682000.0,61.0,9299000.0,,,,,290.4851071845794,7.9392384324631715,301.7568125,268.21375,296.7055084696262,7.993266750362411,309.24262500000003,273.37975,285.33362032710284,7.982083514476593,297.4178125,262.830375,4.79815800233645,12.231058511157359,92.784625,0.0,73.35554906542056,13.05913947009753,96.54375,33.65625,6.228189544392524,2.618944418739868,16.6263125,1.2678125,3.400720502336449,1.5974070308311643,11.0811875,0.6048125,-0.15828738317757,2.307029896081606,6.711875,-9.95975,0.20232681074766357,2.2989788303123957,6.902375,-5.932875,5171.239523364487,2535.3682112573065,8702.26875,204.8625,0.6577526285046729,0.3971727143080927,1.994875,0.0433125,2,44,29,148,0.010379697501461657,0.006044331950188414
